asset_id,site_id,building_id,customer_id,asset_type,asset_name,category,manufacturer,installation_date,warranty_expiry
ASSET000645,SITE019,SITE019_BLDG03,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2025-04-14,2030-04-13
ASSET000646,SITE019,SITE019_BLDG01,CUST003,UPS,UPS,Power,APC,2022-03-24,2027-03-23
ASSET000647,SITE019,SITE019_BLDG02,CUST003,Biometric,Biometric Device,Security,ZKTeco,2023-06-05,2028-06-03
ASSET000648,SITE019,SITE019_BLDG01,CUST003,Network Switch,Network Switch,Networking,Cisco,2022-04-04,2027-04-03
ASSET000649,SITE019,SITE019_BLDG02,CUST003,UPS,UPS,Power,APC,2019-11-20,2024-11-18
ASSET000650,SITE019,SITE019_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2021-11-16,2026-11-15
ASSET000651,SITE019,SITE019_BLDG01,CUST003,Printer,Printer,Office Equipment,HP,2021-05-26,2026-05-25
ASSET000652,SITE019,SITE019_BLDG03,CUST003,UPS,UPS,Power,APC,2025-04-21,2030-04-20
ASSET000653,SITE019,SITE019_BLDG01,CUST003,UPS,UPS,Power,APC,2020-07-16,2025-07-15
ASSET000654,SITE019,SITE019_BLDG01,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2021-09-20,2026-09-19
ASSET000655,SITE019,SITE019_BLDG01,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2021-08-11,2026-08-10
ASSET000656,SITE019,SITE019_BLDG02,CUST003,Display,Conference Display,AV,Samsung,2023-08-20,2028-08-18
ASSET000657,SITE019,SITE019_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2020-02-16,2025-02-14
ASSET000658,SITE019,SITE019_BLDG03,CUST003,Network Switch,Network Switch,Networking,Cisco,2019-01-22,2024-01-21
ASSET000659,SITE019,SITE019_BLDG03,CUST003,Network Switch,Network Switch,Networking,Cisco,2023-07-25,2028-07-23
ASSET000660,SITE019,SITE019_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2024-05-09,2029-05-08
ASSET000661,SITE019,SITE019_BLDG02,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2022-03-22,2027-03-21
ASSET000662,SITE019,SITE019_BLDG01,CUST003,UPS,UPS,Power,APC,2019-08-31,2024-08-29
ASSET000663,SITE019,SITE019_BLDG03,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2024-12-31,2029-12-30
ASSET000664,SITE019,SITE019_BLDG02,CUST003,Desktop,Desktop Computer,IT,Dell,2020-12-18,2025-12-17
ASSET000665,SITE019,SITE019_BLDG02,CUST003,Network Switch,Network Switch,Networking,Cisco,2019-05-29,2024-05-27
ASSET000666,SITE019,SITE019_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2021-02-02,2026-02-01
ASSET000667,SITE019,SITE019_BLDG01,CUST003,UPS,UPS,Power,APC,2019-06-03,2024-06-01
ASSET000668,SITE019,SITE019_BLDG03,CUST003,UPS,UPS,Power,APC,2025-05-15,2030-05-14
ASSET000669,SITE019,SITE019_BLDG02,CUST003,Display,Conference Display,AV,Samsung,2022-10-04,2027-10-03
ASSET000670,SITE019,SITE019_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2025-02-03,2030-02-02
ASSET000671,SITE019,SITE019_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2020-07-03,2025-07-02
ASSET000672,SITE019,SITE019_BLDG01,CUST003,Printer,Printer,Office Equipment,HP,2022-01-22,2027-01-21
ASSET000673,SITE019,SITE019_BLDG01,CUST003,Display,Conference Display,AV,Samsung,2022-09-16,2027-09-15
ASSET000674,SITE019,SITE019_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2021-11-19,2026-11-18
ASSET000675,SITE019,SITE019_BLDG03,CUST003,Network Switch,Network Switch,Networking,Cisco,2019-02-27,2024-02-26
ASSET000676,SITE019,SITE019_BLDG03,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2022-04-23,2027-04-22
ASSET000677,SITE019,SITE019_BLDG03,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2020-12-19,2025-12-18
ASSET000678,SITE019,SITE019_BLDG03,CUST003,Biometric,Biometric Device,Security,ZKTeco,2023-10-18,2028-10-16
ASSET000679,SITE019,SITE019_BLDG02,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2019-12-22,2024-12-20
ASSET000680,SITE019,SITE019_BLDG01,CUST003,Display,Conference Display,AV,Samsung,2021-01-26,2026-01-25
ASSET000681,SITE020,SITE020_BLDG01,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2021-10-13,2026-10-12
ASSET000682,SITE020,SITE020_BLDG02,CUST003,UPS,UPS,Power,APC,2023-04-21,2028-04-19
ASSET000683,SITE020,SITE020_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2021-12-29,2026-12-28
ASSET000684,SITE020,SITE020_BLDG01,CUST003,UPS,UPS,Power,APC,2025-07-13,2030-07-12
ASSET000685,SITE020,SITE020_BLDG02,CUST003,UPS,UPS,Power,APC,2023-01-12,2028-01-11
ASSET000686,SITE020,SITE020_BLDG04,CUST003,Desktop,Desktop Computer,IT,Dell,2020-04-29,2025-04-28
ASSET000687,SITE020,SITE020_BLDG04,CUST003,UPS,UPS,Power,APC,2020-10-16,2025-10-15
ASSET000688,SITE020,SITE020_BLDG03,CUST003,UPS,UPS,Power,APC,2020-04-25,2025-04-24
ASSET000689,SITE020,SITE020_BLDG02,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2025-11-22,2030-11-21
ASSET000690,SITE020,SITE020_BLDG04,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2020-07-01,2025-06-30
ASSET000691,SITE020,SITE020_BLDG03,CUST003,Network Switch,Network Switch,Networking,Cisco,2024-02-07,2029-02-05
ASSET000692,SITE020,SITE020_BLDG04,CUST003,Biometric,Biometric Device,Security,ZKTeco,2025-02-27,2030-02-26
ASSET000693,SITE020,SITE020_BLDG01,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2021-10-10,2026-10-09
ASSET000694,SITE020,SITE020_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2024-12-03,2029-12-02
ASSET000695,SITE020,SITE020_BLDG01,CUST003,Display,Conference Display,AV,Samsung,2025-04-29,2030-04-28
ASSET000696,SITE020,SITE020_BLDG02,CUST003,Desktop,Desktop Computer,IT,Dell,2025-02-21,2030-02-20
ASSET000697,SITE020,SITE020_BLDG03,CUST003,Network Switch,Network Switch,Networking,Cisco,2020-11-04,2025-11-03
ASSET000698,SITE020,SITE020_BLDG02,CUST003,Printer,Printer,Office Equipment,HP,2020-04-21,2025-04-20
ASSET000699,SITE020,SITE020_BLDG04,CUST003,Printer,Printer,Office Equipment,HP,2020-01-08,2025-01-06
ASSET000700,SITE020,SITE020_BLDG02,CUST003,Desktop,Desktop Computer,IT,Dell,2024-02-01,2029-01-30
ASSET000701,SITE020,SITE020_BLDG01,CUST003,Biometric,Biometric Device,Security,ZKTeco,2024-02-15,2029-02-13
ASSET000702,SITE020,SITE020_BLDG01,CUST003,Printer,Printer,Office Equipment,HP,2022-06-16,2027-06-15
ASSET000703,SITE020,SITE020_BLDG01,CUST003,Biometric,Biometric Device,Security,ZKTeco,2021-11-08,2026-11-07
ASSET000704,SITE020,SITE020_BLDG01,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2025-06-26,2030-06-25
ASSET000705,SITE020,SITE020_BLDG03,CUST003,Desktop,Desktop Computer,IT,Dell,2023-10-02,2028-09-30
ASSET000706,SITE020,SITE020_BLDG01,CUST003,Display,Conference Display,AV,Samsung,2025-01-25,2030-01-24
ASSET000707,SITE020,SITE020_BLDG01,CUST003,Display,Conference Display,AV,Samsung,2024-04-17,2029-04-16
ASSET000708,SITE020,SITE020_BLDG02,CUST003,UPS,UPS,Power,APC,2023-08-02,2028-07-31
ASSET000709,SITE020,SITE020_BLDG03,CUST003,Network Switch,Network Switch,Networking,Cisco,2023-09-18,2028-09-16
ASSET000710,SITE020,SITE020_BLDG04,CUST003,Biometric,Biometric Device,Security,ZKTeco,2024-01-12,2029-01-10
ASSET000711,SITE020,SITE020_BLDG02,CUST003,Biometric,Biometric Device,Security,ZKTeco,2019-11-25,2024-11-23
ASSET000712,SITE020,SITE020_BLDG02,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2020-04-30,2025-04-29
ASSET000713,SITE020,SITE020_BLDG02,CUST003,Biometric,Biometric Device,Security,ZKTeco,2024-12-06,2029-12-05
ASSET000714,SITE020,SITE020_BLDG01,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2019-01-15,2024-01-14
ASSET000715,SITE020,SITE020_BLDG04,CUST003,UPS,UPS,Power,APC,2024-03-11,2029-03-10
ASSET000716,SITE021,SITE021_BLDG01,CUST003,Biometric,Biometric Device,Security,ZKTeco,2021-07-29,2026-07-28
ASSET000717,SITE021,SITE021_BLDG01,CUST003,Printer,Printer,Office Equipment,HP,2022-11-18,2027-11-17
ASSET000718,SITE021,SITE021_BLDG03,CUST003,UPS,UPS,Power,APC,2021-02-11,2026-02-10
ASSET000719,SITE021,SITE021_BLDG03,CUST003,Display,Conference Display,AV,Samsung,2019-05-12,2024-05-10
ASSET000720,SITE021,SITE021_BLDG01,CUST003,Biometric,Biometric Device,Security,ZKTeco,2025-11-23,2030-11-22
ASSET000721,SITE021,SITE021_BLDG01,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2021-04-24,2026-04-23
ASSET000722,SITE021,SITE021_BLDG01,CUST003,Display,Conference Display,AV,Samsung,2025-08-29,2030-08-28
ASSET000723,SITE021,SITE021_BLDG03,CUST003,Printer,Printer,Office Equipment,HP,2025-09-14,2030-09-13
ASSET000724,SITE021,SITE021_BLDG03,CUST003,Desktop,Desktop Computer,IT,Dell,2021-09-29,2026-09-28
ASSET000725,SITE021,SITE021_BLDG02,CUST003,Desktop,Desktop Computer,IT,Dell,2023-07-06,2028-07-04
ASSET000726,SITE021,SITE021_BLDG01,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2025-01-19,2030-01-18
ASSET000727,SITE021,SITE021_BLDG03,CUST003,Desktop,Desktop Computer,IT,Dell,2020-07-27,2025-07-26
ASSET000728,SITE021,SITE021_BLDG03,CUST003,UPS,UPS,Power,APC,2021-08-17,2026-08-16
ASSET000729,SITE021,SITE021_BLDG03,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2025-06-23,2030-06-22
ASSET000730,SITE021,SITE021_BLDG02,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2021-08-28,2026-08-27
ASSET000731,SITE021,SITE021_BLDG01,CUST003,Network Switch,Network Switch,Networking,Cisco,2024-11-05,2029-11-04
ASSET000732,SITE021,SITE021_BLDG02,CUST003,Biometric,Biometric Device,Security,ZKTeco,2022-05-15,2027-05-14
ASSET000733,SITE021,SITE021_BLDG03,CUST003,Desktop,Desktop Computer,IT,Dell,2025-03-30,2030-03-29
ASSET000734,SITE021,SITE021_BLDG03,CUST003,Network Switch,Network Switch,Networking,Cisco,2023-10-16,2028-10-14
ASSET000735,SITE021,SITE021_BLDG02,CUST003,Printer,Printer,Office Equipment,HP,2019-07-12,2024-07-10
ASSET000736,SITE021,SITE021_BLDG02,CUST003,Biometric,Biometric Device,Security,ZKTeco,2024-11-18,2029-11-17
ASSET000737,SITE021,SITE021_BLDG01,CUST003,Biometric,Biometric Device,Security,ZKTeco,2023-07-31,2028-07-29
ASSET000738,SITE021,SITE021_BLDG01,CUST003,UPS,UPS,Power,APC,2023-03-22,2028-03-20
ASSET000739,SITE021,SITE021_BLDG01,CUST003,Printer,Printer,Office Equipment,HP,2021-09-14,2026-09-13
ASSET000740,SITE021,SITE021_BLDG02,CUST003,UPS,UPS,Power,APC,2020-08-14,2025-08-13
ASSET000741,SITE021,SITE021_BLDG02,CUST003,Desktop,Desktop Computer,IT,Dell,2025-04-22,2030-04-21
ASSET000742,SITE021,SITE021_BLDG03,CUST003,Biometric,Biometric Device,Security,ZKTeco,2025-04-01,2030-03-31
ASSET000743,SITE021,SITE021_BLDG01,CUST003,Network Switch,Network Switch,Networking,Cisco,2023-05-10,2028-05-08
ASSET000744,SITE021,SITE021_BLDG02,CUST003,UPS,UPS,Power,APC,2021-04-12,2026-04-11
ASSET000745,SITE021,SITE021_BLDG02,CUST003,Display,Conference Display,AV,Samsung,2024-01-17,2029-01-15
ASSET000746,SITE021,SITE021_BLDG03,CUST003,Display,Conference Display,AV,Samsung,2025-01-02,2030-01-01
ASSET000747,SITE021,SITE021_BLDG02,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2019-07-31,2024-07-29
ASSET000748,SITE021,SITE021_BLDG03,CUST003,Biometric,Biometric Device,Security,ZKTeco,2025-10-13,2030-10-12
ASSET000749,SITE021,SITE021_BLDG01,CUST003,Desktop,Desktop Computer,IT,Dell,2019-10-26,2024-10-24
ASSET000750,SITE021,SITE021_BLDG01,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2024-05-17,2029-05-16
ASSET000751,SITE021,SITE021_BLDG01,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2022-05-26,2027-05-25
ASSET000752,SITE021,SITE021_BLDG03,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2021-02-17,2026-02-16
ASSET000753,SITE022,SITE022_BLDG06,CUST003,Printer,Printer,Office Equipment,HP,2021-09-20,2026-09-19
ASSET000754,SITE022,SITE022_BLDG02,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2023-06-13,2028-06-11
ASSET000755,SITE022,SITE022_BLDG04,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2022-03-05,2027-03-04
ASSET000756,SITE022,SITE022_BLDG06,CUST003,Printer,Printer,Office Equipment,HP,2024-12-25,2029-12-24
ASSET000757,SITE022,SITE022_BLDG03,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2022-06-17,2027-06-16
ASSET000758,SITE022,SITE022_BLDG04,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2024-10-01,2029-09-30
ASSET000759,SITE022,SITE022_BLDG06,CUST003,Printer,Printer,Office Equipment,HP,2020-02-08,2025-02-06
ASSET000760,SITE022,SITE022_BLDG02,CUST003,Printer,Printer,Office Equipment,HP,2022-08-04,2027-08-03
ASSET000761,SITE022,SITE022_BLDG04,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2022-07-05,2027-07-04
ASSET000762,SITE022,SITE022_BLDG02,CUST003,Desktop,Desktop Computer,IT,Dell,2025-04-23,2030-04-22
ASSET000763,SITE022,SITE022_BLDG03,CUST003,Network Switch,Network Switch,Networking,Cisco,2019-03-08,2024-03-06
ASSET000764,SITE022,SITE022_BLDG02,CUST003,Biometric,Biometric Device,Security,ZKTeco,2022-04-24,2027-04-23
ASSET000765,SITE022,SITE022_BLDG02,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2022-09-13,2027-09-12
ASSET000766,SITE022,SITE022_BLDG02,CUST003,Biometric,Biometric Device,Security,ZKTeco,2025-05-22,2030-05-21
ASSET000767,SITE022,SITE022_BLDG06,CUST003,Printer,Printer,Office Equipment,HP,2025-03-05,2030-03-04
ASSET000768,SITE022,SITE022_BLDG04,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2021-11-20,2026-11-19
ASSET000769,SITE022,SITE022_BLDG02,CUST003,Printer,Printer,Office Equipment,HP,2024-03-02,2029-03-01
ASSET000770,SITE022,SITE022_BLDG02,CUST003,AHU,HVAC Unit,Infrastructure,Daikin,2020-11-24,2025-11-23
ASSET000771,SITE022,SITE022_BLDG05,CUST003,Printer,Printer,Office Equipment,HP,2021-01-23,2026-01-22
ASSET000772,SITE022,SITE022_BLDG01,CUST003,Desktop,Desktop Computer,IT,Dell,2024-11-16,2029-11-15
ASSET000773,SITE022,SITE022_BLDG01,CUST003,Display,Conference Display,AV,Samsung,2019-07-18,2024-07-16
ASSET000774,SITE022,SITE022_BLDG06,CUST003,Biometric,Biometric Device,Security,ZKTeco,2020-07-17,2025-07-16
ASSET000775,SITE022,SITE022_BLDG06,CUST003,Access Point,WiFi Access Point,Networking,Cisco,2019-10-06,2024-10-04
ASSET000776,SITE023,SITE023_BLDG05,CUST004,CNC,CNC Machine,Production,Mazak,2021-06-14,2026-06-13
ASSET000777,SITE023,SITE023_BLDG01,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2023-03-09,2028-03-07
ASSET000778,SITE023,SITE023_BLDG01,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2024-06-21,2029-06-20
ASSET000779,SITE023,SITE023_BLDG05,CUST004,CNC,CNC Machine,Production,Mazak,2024-12-19,2029-12-18
ASSET000780,SITE023,SITE023_BLDG01,CUST004,Generator,Generator,Power,Cummins,2019-02-18,2024-02-17
ASSET000781,SITE023,SITE023_BLDG03,CUST004,Boiler,Boiler,Utilities,Thermax,2025-01-03,2030-01-02
ASSET000782,SITE023,SITE023_BLDG07,CUST004,CNC,CNC Machine,Production,Mazak,2024-08-19,2029-08-18
ASSET000783,SITE023,SITE023_BLDG01,CUST004,Generator,Generator,Power,Cummins,2021-01-04,2026-01-03
ASSET000784,SITE023,SITE023_BLDG02,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2024-11-17,2029-11-16
ASSET000785,SITE023,SITE023_BLDG05,CUST004,Compressor,Air Compressor,Utilities,Atlas Copco,2021-02-25,2026-02-24
ASSET000786,SITE023,SITE023_BLDG03,CUST004,Boiler,Boiler,Utilities,Thermax,2022-12-22,2027-12-21
ASSET000787,SITE023,SITE023_BLDG03,CUST004,Generator,Generator,Power,Cummins,2019-11-20,2024-11-18
ASSET000788,SITE023,SITE023_BLDG05,CUST004,Generator,Generator,Power,Cummins,2024-02-24,2029-02-22
ASSET000789,SITE023,SITE023_BLDG03,CUST004,Compressor,Air Compressor,Utilities,Atlas Copco,2021-07-14,2026-07-13
ASSET000790,SITE023,SITE023_BLDG01,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2019-05-10,2024-05-08
ASSET000791,SITE023,SITE023_BLDG04,CUST004,Generator,Generator,Power,Cummins,2023-04-03,2028-04-01
ASSET000792,SITE023,SITE023_BLDG06,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2019-08-18,2024-08-16
ASSET000793,SITE023,SITE023_BLDG01,CUST004,CNC,CNC Machine,Production,Mazak,2020-12-02,2025-12-01
ASSET000794,SITE023,SITE023_BLDG06,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2023-11-13,2028-11-11
ASSET000795,SITE023,SITE023_BLDG07,CUST004,Forklift,Forklift,Material Handling,Toyota,2025-05-06,2030-05-05
ASSET000796,SITE023,SITE023_BLDG01,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2024-12-03,2029-12-02
ASSET000797,SITE023,SITE023_BLDG07,CUST004,Compressor,Air Compressor,Utilities,Atlas Copco,2021-05-15,2026-05-14
ASSET000798,SITE023,SITE023_BLDG01,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2022-01-15,2027-01-14
ASSET000799,SITE023,SITE023_BLDG05,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2022-02-22,2027-02-21
ASSET000800,SITE024,SITE024_BLDG02,CUST004,CNC,CNC Machine,Production,Mazak,2021-01-04,2026-01-03
ASSET000801,SITE024,SITE024_BLDG03,CUST004,CNC,CNC Machine,Production,Mazak,2021-04-28,2026-04-27
ASSET000802,SITE024,SITE024_BLDG01,CUST004,Robot,Industrial Robot,Automation,ABB,2023-06-20,2028-06-18
ASSET000803,SITE024,SITE024_BLDG03,CUST004,Boiler,Boiler,Utilities,Thermax,2020-10-27,2025-10-26
ASSET000804,SITE024,SITE024_BLDG02,CUST004,Compressor,Air Compressor,Utilities,Atlas Copco,2025-05-10,2030-05-09
ASSET000805,SITE024,SITE024_BLDG03,CUST004,Forklift,Forklift,Material Handling,Toyota,2023-04-22,2028-04-20
ASSET000806,SITE024,SITE024_BLDG03,CUST004,Robot,Industrial Robot,Automation,ABB,2019-11-18,2024-11-16
ASSET000807,SITE024,SITE024_BLDG01,CUST004,Forklift,Forklift,Material Handling,Toyota,2019-08-08,2024-08-06
ASSET000808,SITE024,SITE024_BLDG01,CUST004,Generator,Generator,Power,Cummins,2021-08-08,2026-08-07
ASSET000809,SITE024,SITE024_BLDG03,CUST004,Forklift,Forklift,Material Handling,Toyota,2025-10-14,2030-10-13
ASSET000810,SITE024,SITE024_BLDG01,CUST004,Generator,Generator,Power,Cummins,2022-08-29,2027-08-28
ASSET000811,SITE024,SITE024_BLDG02,CUST004,Boiler,Boiler,Utilities,Thermax,2024-01-20,2029-01-18
ASSET000812,SITE024,SITE024_BLDG03,CUST004,Compressor,Air Compressor,Utilities,Atlas Copco,2022-12-28,2027-12-27
ASSET000813,SITE024,SITE024_BLDG01,CUST004,Generator,Generator,Power,Cummins,2023-11-04,2028-11-02
ASSET000814,SITE024,SITE024_BLDG03,CUST004,Generator,Generator,Power,Cummins,2019-12-18,2024-12-16
ASSET000815,SITE024,SITE024_BLDG03,CUST004,Boiler,Boiler,Utilities,Thermax,2021-10-06,2026-10-05
ASSET000816,SITE024,SITE024_BLDG02,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2019-12-03,2024-12-01
ASSET000817,SITE024,SITE024_BLDG03,CUST004,Robot,Industrial Robot,Automation,ABB,2023-04-06,2028-04-04
ASSET000818,SITE024,SITE024_BLDG02,CUST004,Robot,Industrial Robot,Automation,ABB,2023-05-15,2028-05-13
ASSET000819,SITE024,SITE024_BLDG01,CUST004,Forklift,Forklift,Material Handling,Toyota,2020-03-12,2025-03-11
ASSET000820,SITE024,SITE024_BLDG02,CUST004,CNC,CNC Machine,Production,Mazak,2022-06-16,2027-06-15
ASSET000821,SITE024,SITE024_BLDG01,CUST004,Forklift,Forklift,Material Handling,Toyota,2022-01-09,2027-01-08
ASSET000822,SITE024,SITE024_BLDG01,CUST004,Robot,Industrial Robot,Automation,ABB,2019-12-24,2024-12-22
ASSET000823,SITE024,SITE024_BLDG03,CUST004,Generator,Generator,Power,Cummins,2024-01-13,2029-01-11
ASSET000824,SITE024,SITE024_BLDG01,CUST004,Generator,Generator,Power,Cummins,2020-02-28,2025-02-26
ASSET000825,SITE024,SITE024_BLDG03,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2022-12-20,2027-12-19
ASSET000826,SITE024,SITE024_BLDG03,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2025-09-11,2030-09-10
ASSET000827,SITE024,SITE024_BLDG01,CUST004,Forklift,Forklift,Material Handling,Toyota,2023-04-27,2028-04-25
ASSET000828,SITE024,SITE024_BLDG02,CUST004,Boiler,Boiler,Utilities,Thermax,2023-08-22,2028-08-20
ASSET000829,SITE024,SITE024_BLDG01,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2025-04-10,2030-04-09
ASSET000830,SITE024,SITE024_BLDG01,CUST004,Robot,Industrial Robot,Automation,ABB,2023-04-09,2028-04-07
ASSET000831,SITE024,SITE024_BLDG02,CUST004,Robot,Industrial Robot,Automation,ABB,2022-01-06,2027-01-05
ASSET000832,SITE024,SITE024_BLDG01,CUST004,Boiler,Boiler,Utilities,Thermax,2024-07-12,2029-07-11
ASSET000833,SITE024,SITE024_BLDG02,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2020-11-15,2025-11-14
ASSET000834,SITE024,SITE024_BLDG02,CUST004,Boiler,Boiler,Utilities,Thermax,2023-09-21,2028-09-19
ASSET000835,SITE024,SITE024_BLDG02,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2019-11-12,2024-11-10
ASSET000836,SITE024,SITE024_BLDG03,CUST004,Boiler,Boiler,Utilities,Thermax,2021-10-07,2026-10-06
ASSET000837,SITE024,SITE024_BLDG03,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2025-08-29,2030-08-28
ASSET000838,SITE025,SITE025_BLDG02,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2020-03-14,2025-03-13
ASSET000839,SITE025,SITE025_BLDG04,CUST004,Boiler,Boiler,Utilities,Thermax,2019-01-28,2024-01-27
ASSET000840,SITE025,SITE025_BLDG04,CUST004,Forklift,Forklift,Material Handling,Toyota,2025-12-15,2030-12-14
ASSET000841,SITE025,SITE025_BLDG03,CUST004,Forklift,Forklift,Material Handling,Toyota,2023-12-09,2028-12-07
ASSET000842,SITE025,SITE025_BLDG02,CUST004,Generator,Generator,Power,Cummins,2025-08-31,2030-08-30
ASSET000843,SITE025,SITE025_BLDG05,CUST004,Boiler,Boiler,Utilities,Thermax,2022-08-06,2027-08-05
ASSET000844,SITE025,SITE025_BLDG03,CUST004,Compressor,Air Compressor,Utilities,Atlas Copco,2024-05-16,2029-05-15
ASSET000845,SITE025,SITE025_BLDG03,CUST004,Robot,Industrial Robot,Automation,ABB,2023-06-20,2028-06-18
ASSET000846,SITE025,SITE025_BLDG05,CUST004,Boiler,Boiler,Utilities,Thermax,2024-07-04,2029-07-03
ASSET000847,SITE025,SITE025_BLDG04,CUST004,Compressor,Air Compressor,Utilities,Atlas Copco,2022-08-27,2027-08-26
ASSET000848,SITE025,SITE025_BLDG03,CUST004,Boiler,Boiler,Utilities,Thermax,2023-05-29,2028-05-27
ASSET000849,SITE025,SITE025_BLDG02,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2025-04-28,2030-04-27
ASSET000850,SITE025,SITE025_BLDG01,CUST004,Robot,Industrial Robot,Automation,ABB,2025-03-03,2030-03-02
ASSET000851,SITE025,SITE025_BLDG04,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2021-05-08,2026-05-07
ASSET000852,SITE025,SITE025_BLDG07,CUST004,Boiler,Boiler,Utilities,Thermax,2019-10-11,2024-10-09
ASSET000853,SITE025,SITE025_BLDG02,CUST004,Generator,Generator,Power,Cummins,2024-08-07,2029-08-06
ASSET000854,SITE025,SITE025_BLDG03,CUST004,Boiler,Boiler,Utilities,Thermax,2021-09-18,2026-09-17
ASSET000855,SITE025,SITE025_BLDG07,CUST004,Robot,Industrial Robot,Automation,ABB,2023-09-30,2028-09-28
ASSET000856,SITE025,SITE025_BLDG04,CUST004,Generator,Generator,Power,Cummins,2019-10-30,2024-10-28
ASSET000857,SITE025,SITE025_BLDG04,CUST004,AHU,HVAC Unit,Infrastructure,Daikin,2025-07-12,2030-07-11
ASSET000858,SITE025,SITE025_BLDG01,CUST004,Generator,Generator,Power,Cummins,2025-02-04,2030-02-03
ASSET000859,SITE025,SITE025_BLDG05,CUST004,Forklift,Forklift,Material Handling,Toyota,2025-01-08,2030-01-07
ASSET000860,SITE025,SITE025_BLDG07,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2020-03-23,2025-03-22
ASSET000861,SITE025,SITE025_BLDG02,CUST004,Compressor,Air Compressor,Utilities,Atlas Copco,2022-12-25,2027-12-24
ASSET000862,SITE025,SITE025_BLDG06,CUST004,CNC,CNC Machine,Production,Mazak,2025-04-25,2030-04-24
ASSET000863,SITE025,SITE025_BLDG07,CUST004,Generator,Generator,Power,Cummins,2022-09-20,2027-09-19
ASSET000864,SITE026,SITE026_BLDG01,CUST004,Conveyor,Conveyor Belt,Production,Siemens,2019-02-13,2024-02-12
ASSET000865,SITE026,SITE026_BLDG05,CUST004,Boiler,Boiler,Utilities,Thermax,2021-06-28,2026-06-27
ASSET000866,SITE026,SITE026_BLDG03,CUST004,Compressor,Air Compressor,Utilities,Atlas Copco,2023-12-31,2028-12-29
ASSET000867,SITE026,SITE026_BLDG05,CUST004,Generator,Generator,Power,Cummins,2024-03-11,2029-03-10
ASSET000868,SITE026,SITE026_BLDG01,CUST004,Robot,Industrial Robot,Automation,ABB,2022-11-13,2027-11-12
